headshoulder,0.890192,263,28,118,105
headshoulder,0.883203,16,109,149,198
headshoulder,0.988853,97,43,127,136
headshoulder,0.994643,191,76,132,151
headshoulder,0.989063,185,50,142,187
headshoulder,0.866245,272,208,97,77
headshoulder,0.99043,132,55,148,138
handbag,0.917805,200,257,85,79
shangyi,0.960165,243,93,83,126
pants,0.967104,265,210,62,135
headshoulder,0.841342,250,32,81,87
shangyi,0.988909,215,111,195,199
headshoulder,0.974696,234,13,138,138
shangyi,0.813458,94,138,192,194
dress,0.650457,118,144,167,207
headshoulder,0.981481,136,21,135,161
shangyi,0.909417,191,150,264,200
headshoulder,0.962802,211,37,251,180
shangyi,0.850953,18,122,560,229
headshoulder,0.969915,297,112,281,216
headshoulder,0.958333,168,28,214,237
shangyi,0.94357,128,175,322,176
headshoulder,0.990173,174,38,245,184
headshoulder,0.99373,162,28,234,225
headshoulder,0.978628,317,140,217,190
headshoulder,0.997038,173,12,232,234
shangyi,0.995541,136,81,112,157
headshoulder,0.973131,376,131,62,52
shangyi,0.991025,131,82,109,156
shangyi,0.813955,271,96,95,111
headshoulder,0.959432,280,54,81,66
shangyi,0.995984,127,75,130,158
shangyi,0.983166,284,181,215,170
headshoulder,0.977645,272,22,227,211
headshoulder,0.998622,193,26,374,324
headshoulder,0.996178,216,15,355,308
shangyi,0.725699,99,191,532,160
headshoulder,0.99531,253,16,327,325
headshoulder,0.994812,197,17,355,318
shangyi,0.871706,199,186,389,165
headshoulder,0.990834,258,23,313,272
shangyi,0.816644,170,198,407,153
headshoulder,0.989832,259,21,307,307
headshoulder,0.997127,202,15,376,313
shangyi,0.995337,294,107,238,225
headshoulder,0.987234,319,10,176,154
headshoulder,0.83288,125,78,153,161
shangyi,0.979747,389,191,209,156
shangyi,0.886685,75,125,239,226
headshoulder,0.980696,401,82,182,175
headshoulder,0.976981,117,15,169,179
shangyi,0.985335,365,171,223,173
shangyi,0.970026,71,175,221,165
headshoulder,0.992341,81,58,206,185
headshoulder,0.981453,382,67,195,190
headshoulder,0.999544,38,13,451,338
headshoulder,0.999511,90,0,440,350
headshoulder,0.997918,32,33,420,318
shangyi,0.983656,250,121,67,119
shangyi,0.975041,141,129,83,111
shoe,0.901195,270,296,31,39
pants,0.978719,259,221,45,85
headshoulder,0.908554,251,85,53,60
headshoulder,0.667719,83,177,75,102
shangyi,0.95677,71,110,134,176
shangyi,0.827395,253,104,123,158
headshoulder,0.917628,259,50,100,107
headshoulder,0.903195,80,47,102,96
shangyi,0.906869,438,116,179,232
shangyi,0.969781,52,123,158,206
shangyi,0.719454,303,95,135,229
headshoulder,0.955501,43,43,136,117
shangyi,0.990817,323,179,255,172
shangyi,0.973566,113,194,212,149
headshoulder,0.988039,355,57,215,199
headshoulder,0.979016,92,36,229,208
shangyi,0.971373,108,186,222,156
shangyi,0.758832,300,197,240,154
headshoulder,0.986905,322,75,200,191
headshoulder,0.97778,95,33,229,209
shangyi,0.985712,105,179,229,172
shangyi,0.76838,294,180,271,171
headshoulder,0.979541,116,45,208,192
headshoulder,0.977793,323,65,226,197
shangyi,0.979294,106,189,221,159
headshoulder,0.989396,324,50,225,252
headshoulder,0.977566,123,39,193,201
shangyi,0.937549,104,185,215,166
shangyi,0.724634,320,199,217,152
headshoulder,0.986533,326,66,212,206
headshoulder,0.969608,132,42,165,195
shangyi,0.98111,252,115,161,212
shangyi,0.75985,82,132,119,195
shoe,0.893682,49,232,45,111
headshoulder,0.96234,267,41,103,131
headshoulder,0.750325,247,43,150,178
shangyi,0.867355,146,125,131,189
shangyi,0.851509,268,112,141,159
shoe,0.881558,104,238,43,101
headshoulder,0.978518,296,41,96,103
shangyi,0.851271,110,177,239,174
shangyi,0.849685,354,179,247,169
headshoulder,0.991538,393,37,195,239
headshoulder,0.890015,134,30,171,197
shangyi,0.719123,275,111,123,108
shoe,0.895618,42,245,53,97
headshoulder,0.979663,285,42,109,115
headshoulder,0.903487,70,54,122,115
shangyi,0.651577,142,136,47,79
pants,0.866536,144,179,46,97
headshoulder,0.766235,144,103,38,52
headshoulder,0.882809,255,0,336,351
headshoulder,0.997351,149,10,461,341
headshoulder,0.997945,167,15,424,336
headshoulder,0.996924,96,10,340,341
headshoulder,0.997304,125,7,463,344
headshoulder,0.998802,112,29,335,322
headshoulder,0.99741,41,23,396,326
headshoulder,0.993029,84,28,293,281
headshoulder,0.938911,137,0,338,340
shangyi,0.937952,245,184,147,152
headshoulder,0.983043,99,116,88,124
headshoulder,0.964218,259,112,108,114
headshoulder,0.991265,189,0,379,351
headshoulder,0.995106,54,1,352,337
headshoulder,0.991202,0,25,410,310
headshoulder,0.953678,36,6,246,309
headshoulder,0.962245,290,44,238,252
headshoulder,0.945072,261,49,275,241
headshoulder,0.860631,93,25,188,154
headshoulder,0.974093,240,42,314,253
headshoulder,0.857998,231,36,309,268
shangyi,0.971806,400,163,83,79
headshoulder,0.925109,398,121,79,75
shangyi,0.699148,39,165,231,186
headshoulder,0.995548,61,36,209,220
shangyi,0.981304,126,114,85,97
headshoulder,0.97528,476,68,53,70
headshoulder,0.970677,131,67,79,69
headshoulder,0.965444,411,130,55,56
headshoulder,0.951721,76,147,51,90
headshoulder,0.735128,289,144,47,68
headshoulder,0.929426,292,99,93,80
shangyi,0.834055,373,168,136,166
shangyi,0.780597,133,124,181,219
shangyi,0.967652,91,106,162,215
headshoulder,0.978227,91,10,151,144
headshoulder,0.929298,250,84,98,116
headshoulder,0.989825,486,33,127,157
headshoulder,0.974304,321,81,110,109
dress,0.766932,8,44,170,287
headshoulder,0.890472,244,115,56,59
shangyi,0.962596,195,34,227,280
shangyi,0.918447,196,27,292,315
headshoulder,0.950562,122,158,72,77
shangyi,0.993893,418,156,124,184
headshoulder,0.861987,428,73,88,111
headshoulder,0.964047,108,44,456,276
headshoulder,0.922123,155,75,236,249
headshoulder,0.912677,224,3,282,276
headshoulder,0.845322,482,110,149,232
headshoulder,0.652117,0,110,138,223
shangyi,0.965818,288,126,180,201
headshoulder,0.923603,293,45,162,153
headshoulder,0.901666,424,29,186,313
headshoulder,0.819525,207,74,92,127
headshoulder,0.9438,49,0,304,336
headshoulder,0.893413,420,93,181,258
headshoulder,0.758967,255,126,170,198
headshoulder,0.978285,408,84,212,267
headshoulder,0.919137,283,111,149,225
headshoulder,0.916523,70,12,341,311
shangyi,0.945474,268,116,209,200
handbag,0.890835,143,169,97,86
headshoulder,0.945067,224,58,95,132
headshoulder,0.902346,476,48,144,240
headshoulder,0.885417,134,51,149,177
headshoulder,0.758402,272,38,205,166
shangyi,0.773688,223,193,353,158
headshoulder,0.979624,17,57,255,275
headshoulder,0.930489,241,34,301,246
headshoulder,0.728051,433,106,174,197
shangyi,0.865109,7,184,195,154
shangyi,0.850012,275,105,220,203
headshoulder,0.958855,504,64,126,264
headshoulder,0.925391,180,65,127,184
headshoulder,0.884959,275,46,97,86
shangyi,0.94984,275,183,356,168
headshoulder,0.972457,27,58,221,272
headshoulder,0.955144,334,6,288,268
headshoulder,0.850324,180,104,217,219
headshoulder,0.944167,324,103,94,130
headshoulder,0.89761,182,77,170,188
headshoulder,0.89589,421,101,209,245
headshoulder,0.867004,54,93,136,177
headshoulder,0.986915,377,47,211,269
headshoulder,0.95402,45,23,435,254
headshoulder,0.938401,2,72,162,206
shangyi,0.845527,366,225,236,120
headshoulder,0.990411,363,70,236,247
headshoulder,0.979278,0,63,158,221
headshoulder,0.850822,119,23,311,258
headshoulder,0.762601,148,30,473,298
shangyi,0.912226,300,169,51,89
shangyi,0.861638,420,171,73,104
shangyi,0.701797,351,158,70,111
pants,0.900899,306,234,47,86
pants,0.865756,369,250,39,85
headshoulder,0.954828,350,128,65,60
headshoulder,0.849272,307,134,40,54
headshoulder,0.786717,433,136,51,58
shangyi,0.895321,446,80,53,69
headshoulder,0.977229,189,151,91,109
headshoulder,0.966614,504,44,53,60
headshoulder,0.960715,89,99,50,62
shangyi,0.940187,100,132,165,155
headshoulder,0.988408,516,152,115,172
headshoulder,0.967433,120,48,147,123
headshoulder,0.761747,345,154,45,87
shangyi,0.827454,350,181,252,170
headshoulder,0.994138,72,59,200,267
headshoulder,0.986956,360,34,234,210
shangyi,0.981342,329,101,144,218
shangyi,0.958481,31,136,136,170
shangyi,0.892718,192,93,141,188
headshoulder,0.976716,192,15,134,117
headshoulder,0.955756,41,49,119,131
headshoulder,0.936792,470,54,104,103
headshoulder,0.799174,339,22,127,119
shangyi,0.882042,176,72,43,58
shangyi,0.780149,412,80,56,55
shangyi,0.723556,256,64,50,61
headshoulder,0.943444,178,153,84,131
headshoulder,0.856303,482,39,51,66
headshoulder,0.776933,417,60,55,54
headshoulder,0.769483,308,52,31,37
headshoulder,0.708821,123,111,40,48
shangyi,0.992833,342,106,134,215
shangyi,0.963123,31,144,174,155
headshoulder,0.986761,487,44,98,132
headshoulder,0.977773,343,36,143,111
headshoulder,0.956192,48,65,138,117
headshoulder,0.942152,177,20,144,106
headshoulder,0.860643,468,171,134,180
shangyi,0.94004,82,101,84,130
pants,0.905486,115,232,51,111
headshoulder,0.986831,21,31,78,75
headshoulder,0.94799,535,113,66,85
headshoulder,0.838538,435,121,88,112
headshoulder,0.796244,145,75,47,45
shangyi,0.951741,18,216,277,135
shangyi,0.675995,384,179,222,162
headshoulder,0.993472,406,30,196,201
headshoulder,0.993303,48,49,251,281
shangyi,0.695514,260,64,41,47
headshoulder,0.966382,172,148,84,119
headshoulder,0.899654,118,58,38,50
headshoulder,0.85424,309,50,40,39
headshoulder,0.780184,389,58,38,56
headshoulder,0.688672,261,43,42,43
headshoulder,0.998842,152,25,380,324
shangyi,0.846005,144,82,52,89
shangyi,0.658178,261,66,46,56
shoe,0.919421,79,232,51,112
headshoulder,0.930713,176,156,85,116
headshoulder,0.991857,173,47,318,279
shangyi,0.823498,143,84,64,86
shangyi,0.785671,310,71,43,57
shangyi,0.748691,266,64,40,53
headshoulder,0.933722,169,154,97,119
headshoulder,0.891901,267,50,38,41
headshoulder,0.693248,394,56,44,59
shoe,0.893251,211,205,56,118
headshoulder,0.995741,202,30,335,321
headshoulder,0.994653,123,26,351,296
headshoulder,0.903866,183,151,75,125
headshoulder,0.836315,335,43,52,48
shangyi,0.759888,168,92,41,84
shangyi,0.651288,343,72,40,66
headshoulder,0.962274,460,54,47,69
headshoulder,0.900864,176,147,91,124
shangyi,0.94803,57,116,106,187
shangyi,0.946688,241,108,100,147
headshoulder,0.980737,361,105,68,85
headshoulder,0.960021,64,25,83,118
shangyi,0.957255,304,128,86,104
shangyi,0.921759,407,117,92,158
dress,0.694426,314,222,62,92
pants,0.975845,434,258,48,87
headshoulder,0.973438,309,65,73,88
headshoulder,0.784116,414,77,72,75
shangyi,0.6706,364,107,60,53
headshoulder,0.979357,43,80,61,79
headshoulder,0.97372,165,71,104,92
headshoulder,0.888756,547,83,59,85
headshoulder,0.786598,358,82,57,48
shangyi,0.69432,18,167,401,184
headshoulder,0.994146,12,1,404,309
headshoulder,0.994673,130,35,323,316
shangyi,0.836389,337,2,239,344
headshoulder,0.997072,59,52,353,299
shangyi,0.941328,466,180,55,99
shangyi,0.848734,377,173,47,89
shangyi,0.842781,431,171,82,106
shangyi,0.748373,413,177,64,90
pants,0.943865,424,235,51,94
headshoulder,0.704278,421,158,47,41
shangyi,0.782673,506,162,54,73
headshoulder,0.820004,299,129,58,63
shangyi,0.948764,53,200,287,151
headshoulder,0.974909,85,33,243,225
shangyi,0.960661,61,194,330,157
headshoulder,0.985278,92,20,247,239
shangyi,0.978824,58,172,288,179
headshoulder,0.993375,85,18,240,219
headshoulder,0.99661,258,8,332,319
shangyi,0.705894,55,198,295,153
headshoulder,0.995416,92,23,242,238
headshoulder,0.997117,256,18,337,301
headshoulder,0.865591,380,153,37,47
shangyi,0.706727,310,177,42,73
headshoulder,0.838434,314,160,37,43
headshoulder,0.984334,71,40,295,298
headshoulder,0.954555,88,42,347,301
shangyi,0.850457,103,182,37,59
shangyi,0.794084,139,199,41,74
shangyi,0.731565,318,184,38,62
headshoulder,0.817138,317,162,35,40
shangyi,0.889975,72,114,105,177
shangyi,0.854665,81,103,198,213
headshoulder,0.922998,351,71,98,86
shangyi,0.954667,173,113,356,238
headshoulder,0.954494,245,5,262,210
shangyi,0.935116,302,164,248,187
headshoulder,0.99769,60,98,294,248
headshoulder,0.988799,295,16,271,224
shangyi,0.765392,269,174,289,177
headshoulder,0.989845,81,122,243,229
headshoulder,0.9865,269,17,291,252
headshoulder,0.682819,74,40,424,299
shangyi,0.963926,197,100,312,237
headshoulder,0.98804,5,86,295,251
headshoulder,0.96094,226,4,277,204
shangyi,0.940706,166,165,68,86
headshoulder,0.721157,180,136,37,47
headshoulder,0.98361,559,50,66,83
headshoulder,0.955061,244,46,203,243
headshoulder,0.993186,374,14,114,137
headshoulder,0.990787,467,40,164,273
headshoulder,0.79256,10,22,68,78
headshoulder,0.995357,60,51,213,299
headshoulder,0.995242,254,16,126,136
headshoulder,0.989671,521,126,78,100
headshoulder,0.988673,93,162,105,117
headshoulder,0.901891,334,104,45,59
headshoulder,0.864279,95,94,50,64
headshoulder,0.827249,414,108,47,68
shangyi,0.674833,56,233,373,118
headshoulder,0.997807,53,8,378,324
shangyi,0.947129,117,111,101,105
shangyi,0.895583,69,121,71,89
headshoulder,0.997096,150,23,389,328
headshoulder,0.996876,59,13,375,301
headshoulder,0.997199,170,6,402,336
shangyi,0.724726,24,200,381,151
headshoulder,0.994635,21,9,394,309
headshoulder,0.995583,264,10,345,341
headshoulder,0.992834,96,33,132,140
headshoulder,0.98917,427,44,191,242
headshoulder,0.989078,259,42,152,175
headshoulder,0.993967,276,15,335,324
shangyi,0.725466,474,98,115,193
dress,0.651846,57,128,102,142
headshoulder,0.984717,59,71,99,90
headshoulder,0.942291,208,148,58,64
headshoulder,0.966638,174,18,285,195
shangyi,0.890871,226,231,344,120
headshoulder,0.997176,235,14,340,327
headshoulder,0.997544,233,19,328,325
headshoulder,0.99794,194,30,337,321
headshoulder,0.997789,156,11,350,335
headshoulder,0.993948,240,32,335,319
headshoulder,0.995661,205,22,329,329
shangyi,0.885723,182,247,356,104
headshoulder,0.995617,187,25,334,314
shangyi,0.981925,278,177,286,174
headshoulder,0.983436,291,37,265,193
headshoulder,0.971182,40,121,229,230
shangyi,0.734567,224,154,95,127
shangyi,0.986561,145,114,98,174
pants,0.965361,167,279,57,71
headshoulder,0.87157,144,56,94,84
headshoulder,0.934774,96,34,318,256
shangyi,0.974529,72,145,244,196
headshoulder,0.977341,101,54,199,133
shangyi,0.744129,62,190,269,161
headshoulder,0.991847,107,47,235,201
headshoulder,0.670632,193,228,72,92
headshoulder,0.998649,30,21,330,330
shangyi,0.975331,76,124,183,182
headshoulder,0.684126,96,52,154,132
headshoulder,0.980307,440,118,114,122
shangyi,0.993093,40,169,130,181
shangyi,0.96116,414,155,181,189
shangyi,0.823861,275,122,129,217
headshoulder,0.990266,287,39,113,134
headshoulder,0.930731,476,85,102,112
headshoulder,0.751704,118,165,177,183
shangyi,0.692794,155,41,85,137
shangyi,0.955448,550,151,45,60
headshoulder,0.88551,550,110,49,62
headshoulder,0.772282,473,113,66,86
headshoulder,0.74312,286,9,317,314
headshoulder,0.91742,486,114,44,70
shangyi,0.840189,517,145,46,73
headshoulder,0.744769,517,119,43,51
shangyi,0.909269,382,153,88,93
pants,0.905126,406,252,49,77
headshoulder,0.975097,393,118,71,69
headshoulder,0.95446,137,93,100,117
shangyi,0.951046,113,166,123,170
headshoulder,0.974164,113,86,101,117
shangyi,0.875635,452,107,79,73
headshoulder,0.996087,225,58,400,293
headshoulder,0.814042,100,61,197,276
shangyi,0.982861,161,160,92,122
shangyi,0.94844,361,163,34,59
shoe,0.877759,94,260,86,80
pants,0.926117,366,216,35,75
headshoulder,0.83977,364,134,40,47
headshoulder,0.706673,175,122,57,65
headshoulder,0.988372,127,77,184,173
headshoulder,0.969769,269,45,194,197
headshoulder,0.873414,207,76,209,243
headshoulder,0.995255,46,19,350,312
headshoulder,0.997115,73,15,388,317
shoe,0.930441,265,282,45,43
headshoulder,0.996385,68,27,401,319
headshoulder,0.997165,52,25,402,326
headshoulder,0.995366,116,0,475,340
headshoulder,0.995699,44,18,410,327
headshoulder,0.998114,12,14,416,327
headshoulder,0.995941,12,21,389,330
headshoulder,0.998284,34,18,388,333
headshoulder,0.994491,117,0,431,345
headshoulder,0.998279,13,19,390,327
headshoulder,0.997938,9,23,377,328
headshoulder,0.997917,8,11,360,338
headshoulder,0.997799,13,16,369,317
headshoulder,0.998137,27,4,425,324
headshoulder,0.99586,27,12,324,335
headshoulder,0.991248,388,54,152,187
headshoulder,0.957242,105,112,147,204
headshoulder,0.940911,136,102,88,116
shangyi,0.880078,85,184,93,99
headshoulder,0.97969,88,117,99,90
shangyi,0.822608,277,200,244,146
headshoulder,0.9833,6,25,473,312
headshoulder,0.993428,190,0,441,351
shangyi,0.774418,275,197,245,148
headshoulder,0.989909,34,15,481,308
shangyi,0.930079,276,199,244,152
headshoulder,0.983556,0,17,535,323
headshoulder,0.993314,163,0,468,351
headshoulder,0.994177,136,0,495,351
headshoulder,0.989869,209,0,422,351
shangyi,0.763386,277,194,247,153
headshoulder,0.995059,29,9,419,336
headshoulder,0.994138,189,0,433,351
shangyi,0.825126,278,203,244,140
headshoulder,0.980926,13,23,506,294
headshoulder,0.996113,137,0,487,351
headshoulder,0.996781,147,0,474,348
shangyi,0.976829,72,175,185,159
shangyi,0.925747,275,158,209,176
shangyi,0.677108,246,138,95,157
headshoulder,0.975918,77,79,182,149
headshoulder,0.965841,280,38,184,177
